,AGENT_EXECUTING,AGENT_EXECUTING_PENDING,AGENT_SCHEDULING,AGENT_SCHEDULING_PENDING,AGENT_STAGING_INPUT,AGENT_STAGING_INPUT_PENDING,AGENT_STAGING_OUTPUT,AGENT_STAGING_OUTPUT_PENDING,CANCELED,DONE,FAILED,NEW,UMGR_SCHEDULING,UMGR_SCHEDULING_PENDING,UMGR_STAGING_INPUT,UMGR_STAGING_INPUT_PENDING,UMGR_STAGING_OUTPUT,UMGR_STAGING_OUTPUT_PENDING,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,hid,pid,sid,uid,util_u_eprep,util_u_equeue,util_u_exec_app,util_u_exec_cu,util_u_exec_orte,util_u_exec_rp,util_u_pre_exec,util_u_total,util_u_unschedule
221,13226.934000015259,13226.931699991226,13220.287800073624,13220.286300182343,13220.241900205612,13219.139399766922,13409.824000120163,13409.822100162506,,13410.812599897385,,13219.036399841309,13219.138299942017,13219.13639998436,13219.13909983635,13219.13859987259,13410.812399864197,13409.829800128937,182.88810014724731,0.0014998912811279297,0.0023000240325927734,6.643899917602539,0.0018999576568603516,0.10000014305114746,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000221,0.007600069046020508,0.009099960327148438,,0.4033999443054199,,0.5927000045776367,0.385699987411499,182.90199995040894,
222,13227.004100084305,13226.959500074387,13220.266100168228,13220.26440000534,13220.241900205612,13219.274199962616,13405.335800170898,13405.333700180054,,13408.486899852753,,13219.157799959183,13219.272599935532,13219.271699905396,13219.273699998856,13219.272899866104,13408.486699819565,13405.342900037766,178.3296000957489,0.0017001628875732422,0.04460000991821289,6.693399906158447,0.0009000301361083984,0.11389994621276855,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000222,0.0062999725341796875,0.0504000186920166,,0.3791999816894531,,0.6022000312805176,0.36139988899230957,178.38459992408752,
223,13227.075600147247,13226.969200134277,13220.309600114822,13220.308099985123,13220.241900205612,13219.406899929047,13406.06150007248,13406.059600114822,,13408.486899852753,,13219.293699979782,13219.404099941254,13219.402199983597,13219.405399799347,13219.404399871826,13408.486699819565,13406.066800117493,178.98399996757507,0.0015001296997070312,0.1064000129699707,6.659600019454956,0.0018999576568603516,0.10850000381469727,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000223,0.3924999237060547,0.1119999885559082,,0.3494999408721924,,0.3122999668121338,0.3320000171661377,179.10099983215332,
224,13227.532200098038,13226.980200052261,13221.515799999237,13221.514300107956,13221.335000038147,13219.524499893188,13405.853300094604,13405.850900173187,,13408.486899852753,,13219.421899795532,13219.523199796677,13219.522199869156,13219.524099826813,13219.523499965668,13408.486699819565,13405.859899997711,178.31870007514954,0.0014998912811279297,0.5520000457763672,5.464400053024292,0.0009999275207519531,0.10030007362365723,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000224,0.008199930191040039,0.5578999519348145,,0.3473999500274658,,0.31010007858276367,0.33010005950927734,178.8822000026703,
225,13227.616800069809,13227.551000118256,13221.494400024414,13221.492900133133,13221.335000038147,13219.661099910736,13407.20590019226,13407.203600168228,,13408.486899852753,,13219.538499832153,13219.65969991684,13219.658599853516,13219.660599946976,13219.659999847412,13408.486699819565,13407.211500167847,179.5868000984192,0.0014998912811279297,0.06579995155334473,6.056600093841553,0.0011000633239746094,0.12010002136230469,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000225,0.007899999618530273,0.0717000961303711,,0.353100061416626,,0.2676999568939209,0.3371000289916992,179.6635000705719,
226,13227.69570016861,13227.693600177765,13221.36460018158,13221.363000154495,13221.335000038147,13219.772499799728,13410.032900094986,13410.028599977493,,13410.812599897385,,13219.6695997715,13219.771199941635,13219.769699811935,13219.772099971771,13219.771499872208,13410.812399864197,13410.038100004196,182.33289980888367,0.001600027084350586,0.0020999908447265625,6.328999996185303,0.0015001296997070312,0.10010004043579102,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000226,0.016099929809570312,0.04110002517700195,,0.37739992141723633,,0.26740002632141113,0.36080002784729004,182.37870001792908,
227,13227.781700134277,13227.705500125885,13221.407299995422,13221.405900001526,13221.335000038147,13219.910599946976,13409.306600093842,13409.304400205612,,13410.812599897385,,13219.790499925613,13219.90919995308,13219.907799959183,13219.9101998806,13219.909499883652,13410.812399864197,13409.314700126648,181.52270007133484,0.001399993896484375,0.07620000839233398,6.2982001304626465,0.001399993896484375,0.11730003356933594,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000227,0.005399942398071289,0.0829000473022461,,0.4053001403808594,,0.271899938583374,0.388700008392334,181.80539989471436,
228,13227.856700181961,13227.71780014038,13221.451200008392,13221.449800014496,13221.335000038147,13220.039199829102,13405.440900087357,13405.438300132751,,13408.486899852753,,13219.923499822617,13220.033799886703,13220.032499790192,13220.03569984436,13220.034099817276,13408.486699819565,13405.448500156403,177.5815999507904,0.001399993896484375,0.1389000415802002,6.266600131988525,0.0013000965118408203,0.10899996757507324,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000228,0.0065000057220458984,0.14600014686584473,,0.41250014305114746,,0.2710998058319092,0.3912999629974365,177.73329997062683,
229,13227.977900028229,13227.975900173187,13221.429000139236,13221.42760014534,13221.335000038147,13220.172499895096,13407.932500123978,13407.93010020256,,13410.812599897385,,13220.059299945831,13220.169499874115,13220.168899774551,13220.17209982872,13220.171199798584,13410.812399864197,13407.938800096512,179.95220017433167,0.001399993896484375,0.0019998550415039062,6.546900033950806,0.0006000995635986328,0.10959982872009277,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000229,0.0065000057220458984,0.008599996566772461,,0.4114999771118164,,0.2955000400543213,0.393200159072876,179.96519994735718,
230,13228.083300113678,13228.081300020218,13221.386000156403,13221.384600162506,13221.335000038147,13220.293399810791,13407.213200092316,13407.205200195312,,13408.486899852753,,13220.186899900436,13220.291799783707,13220.290099859238,13220.292999982834,13220.292099952698,13408.486699819565,13407.218000173569,179.12190008163452,0.001399993896484375,0.002000093460083008,6.695299863815308,0.0016999244689941406,0.10319995880126953,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000230,0.005500078201293945,0.008599996566772461,,0.4091000556945801,,0.3157999515533447,0.3884000778198242,179.17289996147156,
231,13228.153800010681,13228.092200040817,13221.47250008583,13221.471100091934,13221.335000038147,13220.421899795532,13406.994000196457,13406.987800121307,,13408.486899852753,,13220.30949997902,13220.418999910355,13220.418199777603,13220.420199871063,13220.419199943542,13408.486699819565,13406.999600172043,178.83400011062622,0.001399993896484375,0.0615999698638916,6.619699954986572,0.0008001327514648438,0.10869979858398438,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000231,0.006100177764892578,0.06769990921020508,,0.41990017890930176,,0.32269978523254395,0.40059995651245117,178.90639996528625,
232,13228.228900194168,13228.102500200272,13222.592600107193,13222.59080004692,13222.429600000381,13220.546799898148,13411.257899999619,13411.256100177765,,13412.996099948883,,13220.43969988823,13220.542099952698,13220.539699792862,13220.545399904251,13220.543599843979,13412.99599981308,13411.262700080872,183.0271999835968,0.0018000602722167969,0.12639999389648438,5.509900093078613,0.0024001598358154297,0.09999990463256836,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000232,0.007399797439575195,0.1317000389099121,,0.4567999839782715,,0.3177001476287842,0.43690013885498047,183.16389989852905,
233,13228.309700012207,13228.11260008812,13222.679300069809,13222.641700029373,13222.429600000381,13220.65449976921,13409.621100187302,13409.616000175476,,13410.812599897385,,13220.551099777222,13220.652799844742,13220.65129995346,13220.654099941254,13220.653099775314,13410.812399864197,13409.627200126648,181.30630016326904,0.037600040435791016,0.19709992408752441,5.433300018310547,0.0014998912811279297,0.10020017623901367,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000233,0.006800174713134766,0.20269989967346191,,0.43739986419677734,,0.31929993629455566,0.419299840927124,181.51440000534058,
234,13228.388100147247,13228.139200210571,13222.540800094604,13222.539100170135,13222.429600000381,13220.787299871445,13409.832499980927,13409.8234000206,,13410.812599897385,,13220.671899795532,13220.78569984436,13220.78469991684,13220.786899805069,13220.786299943924,13410.812399864197,13409.84280014038,181.43529987335205,0.0016999244689941406,0.2488999366760254,5.598400115966797,0.0009999275207519531,0.11280012130737305,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000234,0.006000041961669922,0.254500150680542,,0.7077000141143799,,0.33550000190734863,0.690500020980835,181.70910000801086,
235,13228.468900203705,13228.188700199127,13222.488800048828,13222.486700057983,13222.429600000381,13220.900299787521,13410.847400188446,13410.84549999237,,13412.996099948883,,13220.798299789429,13220.898999929428,13220.898399829865,13220.899799823761,13220.899199962616,13412.99599981308,13410.855600118637,182.37659978866577,0.0020999908447265625,0.2802000045776367,5.699900150299072,0.0006000995635986328,0.10010004043579102,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000235,0.005399942398071289,0.2874000072479248,,0.7114999294281006,,0.32220005989074707,0.6879000663757324,182.66879987716675,
236,13228.542100191116,13228.1984000206,13222.568500041962,13222.566600084305,13222.429600000381,13221.043199777603,13410.642800092697,13410.640300035477,,13412.996099948883,,13220.922499895096,13221.037899971008,13221.033799886703,13221.042799949646,13221.040299892426,13412.99599981308,13410.648500204086,182.09819984436035,0.0018999576568603516,0.3437001705169678,5.629899978637695,0.00410008430480957,0.11129999160766602,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000236,0.008199930191040039,0.3493001461029053,,0.70169997215271,,0.34929990768432617,0.6844000816345215,182.4523000717163,
237,13228.6359000206,13228.209000110626,13222.651900053024,13222.6140999794,13222.429600000381,13221.182799816132,13407.219600200653,13407.206799983978,,13408.486899852753,,13221.056899785995,13221.181399822235,13221.180499792099,13221.182399988174,13221.181599855423,13408.486699819565,13407.225100040436,178.5708999633789,0.03780007362365723,0.42689990997314453,5.557100057601929,0.0009000301361083984,0.12360000610351562,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000237,0.005700111389160156,0.43309998512268066,,0.6904001235961914,,0.33169984817504883,0.6731998920440674,179.06060004234314,
238,13228.82020020485,13228.81820011139,13222.460400104523,13222.458500146866,13222.429600000381,13221.296299934387,13409.31650018692,13409.306100130081,,13410.812599897385,,13221.193499803543,13221.294799804688,13221.293999910355,13221.295699834824,13221.295099973679,13410.812399864197,13409.32170009613,180.48589992523193,0.0018999576568603516,0.002000093460083008,6.357800006866455,0.0007998943328857422,0.10050010681152344,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000238,0.004999876022338867,0.008900165557861328,,0.40959978103637695,,0.6035001277923584,0.3931000232696533,180.70970010757446,
239,13228.897800207138,13228.830200195312,13222.515000104904,13222.513200044632,13222.429600000381,13221.424299955368,13407.940800189972,13407.93180012703,,13410.812599897385,,13221.307099819183,13221.421199798584,13221.420399904251,13221.422199964523,13221.421499967575,13410.812399864197,13407.945900201797,179.03399991989136,0.0018000602722167969,0.06760001182556152,6.315200090408325,0.0007998943328857422,0.11330008506774902,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000239,0.006999969482421875,0.07450008392333984,,0.4216001033782959,,0.5816998481750488,0.40490007400512695,179.1269998550415,
240,13228.977900028229,13228.842700004578,13223.593300104141,13223.55780005455,13223.502200126648,13221.555499792099,13407.100100040436,13407.09600019455,,13408.486899852753,,13221.450999975204,13221.553499937057,13221.552399873734,13221.554899930954,13221.55379986763,13408.486699819565,13407.105300188065,178.1181001663208,0.03550004959106445,0.13520002365112305,5.249399900436401,0.0011000633239746094,0.10139989852905273,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000240,0.00690007209777832,0.14209985733032227,,0.41479992866516113,,0.597599983215332,0.39859986305236816,178.2655999660492,
241,13229.057399988174,13228.854799985886,13223.61930012703,13223.587000131607,13223.502200126648,13221.694999933243,13407.001100063324,13406.990000009537,,13408.486899852753,,13221.575499773026,13221.692599773407,13221.691799879074,13221.69439983368,13221.692999839783,13408.486699819565,13407.005400180817,177.9326000213623,0.03229999542236328,0.20260000228881836,5.235499858856201,0.0007998943328857422,0.11630010604858398,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000241,0.006300210952758789,0.20959997177124023,,0.44050002098083496,,0.5205998420715332,0.42170000076293945,178.17890000343323,
242,13229.135800123215,13228.867100000381,13223.64460015297,13223.642500162125,13223.502200126648,13221.843099832535,13406.166500091553,13406.164499998093,,13408.486899852753,,13221.726399898529,13221.839799880981,13221.838699817657,13221.84099984169,13221.840099811554,13408.486699819565,13406.173500061035,177.02869987487793,0.0020999908447265625,0.26870012283325195,5.222499847412109,0.0011000633239746094,0.11229991912841797,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000242,0.2867000102996826,0.27559995651245117,,0.41479992866516113,,0.31870007514953613,0.3996999263763428,177.30909991264343,
243,13229.49730014801,13229.141700029373,13223.534399986267,13223.530900001526,13223.502200126648,13221.970299959183,13409.153900146484,13409.152000188828,,13410.812599897385,,13221.854299783707,13221.96899986267,13221.967699766159,13221.969799995422,13221.969299793243,13410.812399864197,13409.163300037384,179.65470004081726,0.0034999847412109375,0.35560011863708496,5.607300043106079,0.0013000965118408203,0.11339998245239258,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000243,0.009199857711791992,0.36280012130737305,,0.4166998863220215,,0.30450010299682617,0.40000009536743164,180.0226001739502,
244,13229.57590007782,13229.15180015564,13223.620900154114,13223.613500118256,13223.502200126648,13222.09549999237,13411.052800178528,13411.050899982452,,13412.996099948883,,13221.983899831772,13222.09399986267,13222.09249997139,13222.094999790192,13222.094299793243,13412.99599981308,13411.057399988174,181.47499990463257,0.007400035858154297,0.4240999221801758,5.530900001525879,0.0014998912811279297,0.10860013961791992,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000244,0.006400108337402344,0.4296998977661133,,0.42910003662109375,,0.323199987411499,0.40890002250671387,181.90929985046387,
245,13242.182500123978,13242.180800199509,13242.174400091171,13242.169500112534,13242.022000074387,13240.307199954987,14145.11210012436,14145.110200166702,,14150.11829996109,,13240.174399852753,13240.306199789047,13240.30529999733,13240.306899785995,13240.306399822235,14150.11779999733,14145.119500160217,902.9277000427246,0.0048999786376953125,0.0016999244689941406,0.006400108337402344,0.0008997917175292969,0.13090014457702637,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000245,0.010599851608276367,0.007300138473510742,,0.35559988021850586,,0.3230001926422119,0.33930015563964844,902.9390001296997,
246,13242.528200149536,13242.52630019188,13242.123600006104,13242.12180018425,13242.022000074387,13240.436299800873,14146.866500139236,14146.864700078964,,14150.11829996109,,13240.327999830246,13240.433099985123,13240.431999921799,13240.435799837112,13240.433399915695,14150.11779999733,14146.872100114822,904.3364999294281,0.0017998218536376953,0.0018999576568603516,0.40270018577575684,0.0011000633239746094,0.10400009155273438,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000246,0.012399911880493164,0.00820016860961914,,0.3429999351501465,,0.252000093460083,0.3270998001098633,904.3492000102997,
247,13242.933799982071,13242.931900024414,13242.04960012436,13242.047700166702,13242.022000074387,13240.602599859238,14145.223299980164,14145.221400022507,,14150.11829996109,,13240.478299856186,13240.601199865341,13240.600299835205,13240.602099895477,13240.601499795914,14150.11779999733,14145.228900194168,902.2876000404358,0.0018999576568603516,0.0018999576568603516,0.8822999000549316,0.0009000301361083984,0.12199997901916504,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000247,0.005800008773803711,0.007299900054931641,,0.6424999237060547,,0.26240015029907227,0.6231999397277832,902.2987999916077,
248,13243.009999990463,13242.939200162888,13242.19920015335,13242.197400093079,13242.022000074387,13240.723999977112,14146.453200101852,14146.451300144196,,14150.11829996109,,13240.613199949265,13240.722499847412,13240.721399784088,13240.72369980812,13240.722799777985,14150.11779999733,14146.46010017395,903.4413001537323,0.0018000602722167969,0.0707998275756836,0.7400000095367432,0.0011000633239746094,0.1081998348236084,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000248,0.005700111389160156,0.07620000839233398,,0.622499942779541,,0.27880001068115234,0.6052999496459961,903.5223000049591,
249,13243.084500074387,13242.960700035095,13242.148300170898,13242.146000146866,13242.022000074387,13240.841399908066,14145.434400081635,14145.432700157166,,14150.11829996109,,13240.73039984703,13240.83999991417,13240.83879995346,13240.840899944305,13240.840299844742,14150.11779999733,14145.440800189972,902.3482000827789,0.0023000240325927734,0.12380003929138184,0.8123998641967773,0.001199960708618164,0.10840010643005371,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000249,0.005899906158447266,0.12960004806518555,,0.45439982414245605,,0.46610021591186523,0.4300999641418457,902.4817001819611,
250,13243.1523001194,13242.982200145721,13242.075800180435,13242.07389998436,13242.022000074387,13240.96899986267,14145.230300188065,14145.222900152206,,14150.11829996109,,13240.85189986229,13240.964699983597,13240.960699796677,13240.96849989891,13240.967799901962,14150.11779999733,14145.235300064087,902.0706000328064,0.0019001960754394531,0.17009997367858887,0.9063999652862549,0.004000186920166016,0.10879993438720703,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000250,0.00690007209777832,0.17589998245239258,,0.46379995346069336,,0.4491000175476074,0.40240001678466797,902.2616999149323,
251,13243.229500055313,13242.9890999794,13242.100200176239,13242.098500013351,13242.022000074387,13241.083099842072,14145.121299982071,14145.111500024796,,14150.11829996109,,13240.971199989319,13241.080799818039,13241.07959985733,13241.082799911499,13241.0812997818,14150.11779999733,14145.127400159836,901.8819999694824,0.0017001628875732422,0.24040007591247559,0.8888998031616211,0.001199960708618164,0.10839986801147461,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000251,0.00839996337890625,0.24600005149841309,,0.3986999988555908,,0.4355001449584961,0.3512001037597656,902.1452000141144,
252,13243.308000087738,13242.996100187302,13242.227900028229,13242.225900173187,13242.022000074387,13241.200299978256,14145.243200063705,14145.226400136948,,14150.11829996109,,13241.08879995346,13241.19889998436,13241.19789981842,13241.199799776077,13241.199199914932,14150.11779999733,14145.248399972916,901.9184000492096,0.0019998550415039062,0.31189990043640137,0.768200159072876,0.0010001659393310547,0.1090998649597168,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000252,0.017299890518188477,0.31750011444091797,,0.44900012016296387,,0.34730005264282227,0.3866000175476074,902.273600101471,
253,13243.387600183487,13243.309700012207,13243.302999973297,13243.301200151443,13243.11930012703,13241.322099924088,14145.12900018692,14145.112900018692,,14150.11829996109,,13241.208199977875,13241.317999839783,13241.316599845886,13241.319599866867,13241.318299770355,14150.11779999733,14145.135600090027,901.7252998352051,0.0017998218536376953,0.07790017127990723,0.006700038909912109,0.001399993896484375,0.10839986801147461,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000253,0.16719985008239746,0.08360004425048828,,0.337399959564209,,0.34759998321533203,0.3197000026702881,901.8409998416901,
254,13243.621299982071,13243.355100154877,13243.22100019455,13243.218600034714,13243.11930012703,13241.453499794006,14146.763200044632,14146.761300086975,,14150.11829996109,,13241.342399835587,13241.451199769974,13241.450199842453,13241.452499866486,13241.451499938965,14150.11779999733,14146.770300149918,903.1400001049042,0.0024001598358154297,0.26619982719421387,0.13409996032714844,0.0009999275207519531,0.10780000686645508,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000254,0.048799991607666016,0.271899938583374,,0.35920000076293945,,0.25970005989074707,0.32959985733032227,903.4165999889374,
255,13243.736999988556,13243.599400043488,13243.593200206757,13243.591400146484,13243.11930012703,13241.576199769974,14148.689599990845,14148.687800168991,,14150.11829996109,,13241.467399835587,13241.574499845505,13241.573599815369,13241.575899839401,13241.574799776077,14150.11779999733,14148.695100069046,904.9508001804352,0.0018000602722167969,0.13759994506835938,0.006199836730957031,0.0009000301361083984,0.10619997978210449,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000255,0.04460000991821289,0.1428999900817871,,0.36100006103515625,,0.23830008506774902,0.3212001323699951,905.0975999832153,
256,13243.848000049591,13243.664600133896,13243.56030011177,13243.55830001831,13243.11930012703,13241.687799930573,14150.10640001297,14150.104700088501,,14153.267699956894,,13241.585599899292,13241.686699867249,13241.685599803925,13241.6875,13241.686899900436,14153.267499923706,14150.111800193787,906.2567000389099,0.002000093460083008,0.18339991569519043,0.10430002212524414,0.0011000633239746094,0.09999990463256836,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000256,0.048799991607666016,0.18889999389648438,,0.37980008125305176,,0.25259995460510254,0.3642001152038574,906.449599981308,
257,13243.968000173569,13243.68650007248,13243.194300174713,13243.192399978638,13243.11930012703,13241.799399852753,14146.046600103378,14146.044600009918,,14150.11829996109,,13241.694499969482,13241.7960999012,13241.7945997715,13241.798999786377,13241.796999931335,14150.11779999733,14146.052500009537,902.0765998363495,0.0019001960754394531,0.28150010108947754,0.4921998977661133,0.0015001296997070312,0.10009980201721191,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000257,0.020099878311157227,0.28750014305114746,,0.45350003242492676,,0.2692999839782715,0.4333000183105469,902.368499994278,
258,13244.06030011177,13243.710000038147,13243.169700145721,13243.167800188065,13243.11930012703,13241.9195997715,14145.63890004158,14145.637000083923,,14150.11829996109,,13241.80679988861,13241.91739988327,13241.915999889374,13241.918599843979,13241.917799949646,14150.11779999733,14145.644500017166,901.5766999721527,0.0018999576568603516,0.3503000736236572,0.5402998924255371,0.001399993896484375,0.10920000076293945,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000258,0.006999969482421875,0.3561999797821045,,0.3791999816894531,,0.24720001220703125,0.35519981384277344,901.9368999004364,
259,13244.129800081253,13243.732599973679,13243.146500110626,13243.14460015297,13243.11930012703,13242.042799949646,14145.137400150299,14145.114300012589,,14150.11829996109,,13241.933799982071,13242.04139995575,13242.039999961853,13242.042299985886,13242.041699886322,14150.11779999733,14145.144299983978,900.9844999313354,0.0018999576568603516,0.3972001075744629,0.5860998630523682,0.001399993896484375,0.10619997978210449,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000259,0.0060999393463134766,0.4031999111175537,,0.40330004692077637,,0.24940013885498047,0.3846001625061035,901.4326000213623,
260,13244.19889998436,13243.740499973297,13243.271000146866,13243.269200086594,13243.11930012703,13242.176999807358,14145.162800073624,14145.118300199509,,14150.11829996109,,13242.066299915314,13242.17579984665,13242.17459988594,13242.1765999794,13242.176099777222,14150.11779999733,14145.169000148773,900.9194002151489,0.0018000602722167969,0.45840001106262207,0.4694998264312744,0.001199960708618164,0.10829997062683105,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000260,0.005700111389160156,0.46449995040893555,,0.40579986572265625,,0.26110005378723145,0.38989996910095215,901.4649000167847,
261,13244.268700122833,13243.872500181198,13243.248900175095,13243.244700193405,13243.11930012703,13242.298199892044,14145.146000146866,14145.115300178528,,14150.11829996109,,13242.195799827576,13242.296899795532,13242.296299934387,13242.297799825668,13242.297199964523,14150.11779999733,14145.152700185776,900.8466000556946,0.004199981689453125,0.39619994163513184,0.6236000061035156,0.0005998611450195312,0.10050010681152344,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000261,0.006399869918823242,0.4023001194000244,,0.35829997062683105,,0.31020021438598633,0.34330010414123535,901.306300163269,
262,13244.345300197601,13244.34350013733,13244.336100101471,13244.334200143814,13244.218600034714,13242.442399978638,14146.659600019455,14146.657600164413,,14150.11829996109,,13242.311399936676,13242.440899848938,13242.43969988823,13242.441899776459,13242.44119977951,14150.11779999733,14146.665300130844,902.3122999668121,0.0018999576568603516,0.0018000602722167969,0.007400035858154297,0.001199960708618164,0.12829995155334473,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000262,0.008599996566772461,0.00800013542175293,,0.3808000087738037,,0.3456997871398926,0.36299991607666016,902.3250999450684,
263,13244.421000003815,13244.39359998703,13244.38670015335,13244.384999990463,13244.218600034714,13242.57909989357,14145.645900011063,14145.638000011444,,14150.11829996109,,13242.46129989624,13242.577699899673,13242.576699972153,13242.578699827194,13242.577999830246,14150.11779999733,14145.65130019188,901.2170000076294,0.0017001628875732422,0.02740001678466797,0.006899833679199219,0.0009999275207519531,0.11540007591247559,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000263,0.006600141525268555,0.03320002555847168,,0.36140012741088867,,0.34929990768432617,0.3429999351501465,901.266900062561,
264,13244.505900144577,13244.417400121689,13244.409200191498,13244.40750002861,13244.218600034714,13242.695399999619,14147.374700069427,14147.373000144958,,14150.11829996109,,13242.584699869156,13242.694099903107,13242.693099975586,13242.694999933243,13242.69439983368,14150.11779999733,14147.380200147629,902.8671000003815,0.0017001628875732422,0.0885000228881836,0.008199930191040039,0.0009999275207519531,0.10840010643005371,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000264,0.005699872970581055,0.09549999237060547,,0.3392000198364258,,0.34170007705688477,0.3212001323699951,902.9665999412537,
265,13244.622699975967,13244.613800048828,13244.36210012436,13244.360200166702,13244.218600034714,13242.812899827957,14145.236600160599,14145.22450017929,,14150.11829996109,,13242.701999902725,13242.811299800873,13242.810399770737,13242.8125,13242.811599969864,14150.11779999733,14145.241900205612,900.6018002033234,0.0018999576568603516,0.008899927139282227,0.25169992446899414,0.0009000301361083984,0.10839986801147461,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000265,0.007500171661376953,0.01439976692199707,,0.35050010681152344,,0.2907998561859131,0.3336000442504883,900.642499923706,
266,13244.72049999237,13244.718700170517,13244.27680015564,13244.274399995804,13244.218600034714,13242.934299945831,14145.331200122833,14145.329500198364,,14150.11829996109,,13242.824599981308,13242.931899785995,13242.93079996109,13242.933799982071,13242.932199954987,14150.11779999733,14145.337100028992,900.6090002059937,0.0024001598358154297,0.0017998218536376953,0.44190001487731934,0.0010998249053955078,0.10619997978210449,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000266,0.005800008773803711,0.007599830627441406,,0.34200000762939453,,0.2946000099182129,0.32270002365112305,900.6205999851227,
267,13244.789600133896,13244.72620010376,13244.309900045395,13244.307600021362,13244.218600034714,13243.05679988861,14146.873500108719,14146.865900039673,,14150.11829996109,,13242.943699836731,13243.054899930954,13243.053399801254,13243.056099891663,13243.055199861526,14150.11779999733,14146.878700017929,902.076299905777,0.0023000240325927734,0.0634000301361084,0.41630005836486816,0.0015001296997070312,0.10969996452331543,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000267,0.005899906158447266,0.06920003890991211,,0.36190009117126465,,0.2874000072479248,0.34349989891052246,902.1621000766754,
268,13244.88270020485,13244.748900175095,13244.245599985123,13244.243400096893,13244.218600034714,13243.183299779892,14148.994100093842,14148.992500066757,,14150.11829996109,,13243.080799818039,13243.181899785995,13243.18079996109,13243.182799816132,13243.182099819183,14150.11779999733,14149.0,904.109799861908,0.002199888229370117,0.13380002975463867,0.5033001899719238,0.0010998249053955078,0.10000014305114746,exp5,nid25349,pilot.0000,rp.session.two.jdakka.017623.0003,unit.000268,0.0062999725341796875,0.13970017433166504,,0.3553001880645752,,0.2640998363494873,0.33899998664855957,904.2534999847412,
